Date of analysis,Country,Total country population,Level 1,Area,Current from,Current to,Population analyzed current,Phase 3+ number current,Phase 3+ percentage current,Phase 1 number current,Phase 1 percentage current,Phase 2 number current,Phase 2 percentage current,Phase 3 number current,Phase 3 percentage current,Phase 4 number current,Phase 4 percentage current,Phase 5 number current,Phase 5 percentage current,First projection from,First projection to,Population analyzed first projection,Phase 3+ number first projection,Phase 3+ percentage first projection,Phase 1 number first projection,Phase 1 percentage first projection,Phase 2 number first projection,Phase 2 percentage first projection,Phase 3 number first projection,Phase 3 percentage first projection,Phase 4 number first projection,Phase 4 percentage first projection,Phase 5 number first projection,Phase 5 percentage first projection,Second projection from,Second projection to,Population analyzed second projection,Phase 3+ number second projection,Phase 3+ percentage second projection,Phase 1 number second projection,Phase 1 percentage second projection,Phase 2 number second projection,Phase 2 percentage second projection,Phase 3 number second projection,Phase 3 percentage second projection,Phase 4 number second projection,Phase 4 percentage second projection,Phase 5 number second projection,Phase 5 percentage second projection
Mar 2021,NGA,212102550,Adamawa,Mayo-belwa,2021-03-01,2021-05-31,239164,33483,0.14,124365,0.52,81316,0.34,33483,0.14,0,0,0,0,2021-06-01,2021-08-31,239164,52616,0.22,90882,0.38,95666,0.4,52616,0.22,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Adamawa,Michika,2021-03-01,2021-05-31,242975,43736,0.18,121488,0.5,77752,0.32,43736,0.18,0,0,0,0,2021-06-01,2021-08-31,242975,60744,0.25,77752,0.32,104479,0.43,60744,0.25,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Adamawa,Mubi north,2021-03-01,2021-05-31,237148,21343,0.09,154146,0.65,61658,0.26,21343,0.09,0,0,0,0,2021-06-01,2021-08-31,237148,28458,0.12,142289,0.6,66401,0.28,28458,0.12,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Adamawa,Mubi south,2021-03-01,2021-05-31,203404,16272,0.08,136281,0.67,50851,0.25,16272,0.08,0,0,0,0,2021-06-01,2021-08-31,203404,20340,0.1,130179,0.64,52885,0.26,20340,0.1,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Adamawa,Numan,2021-03-01,2021-05-31,143291,21494,0.15,70213,0.49,51585,0.36,21494,0.15,0,0,0,0,2021-06-01,2021-08-31,143291,25792,0.18,57316,0.4,60182,0.42,25792,0.18,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Adamawa,Shelleng,2021-03-01,2021-05-31,232413,30214,0.13,125503,0.54,76696,0.33,30214,0.13,0,0,0,0,2021-06-01,2021-08-31,232413,41834,0.18,85993,0.37,104586,0.45,41834,0.18,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Adamawa,Song,2021-03-01,2021-05-31,305504,45826,0.15,97761,0.32,161917,0.53,45826,0.15,0,0,0,0,2021-06-01,2021-08-31,305504,36660,0.12,100816,0.33,168027,0.55,36660,0.12,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Adamawa,Toungo,2021-03-01,2021-05-31,81669,11434,0.14,41651,0.51,28584,0.35,11434,0.14,0,0,0,0,2021-06-01,2021-08-31,81669,15517,0.19,27767,0.34,38384,0.47,15517,0.19,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Adamawa,Yola north,2021-03-01,2021-05-31,312525,9376,0.03,256271,0.82,46879,0.15,9376,0.03,0,0,0,0,2021-06-01,2021-08-31,312525,40628,0.13,171889,0.55,100008,0.32,40628,0.13,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Taraba,Yorro,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,136156,5446,0.04,111648,0.82,19062,0.14,5446,0.04,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Taraba,Ardo-kola,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,136034,5441,0.04,111548,0.82,19045,0.14,5441,0.04,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Taraba,Bali,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,319728,9592,0.03,271769,0.85,38367,0.12,9592,0.03,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Taraba,Donga,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,201670,14117,0.07,141169,0.7,46384,0.23,14117,0.07,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Taraba,Gashaka,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,132067,3962,0.03,112257,0.85,15848,0.12,3962,0.03,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Taraba,Gassol,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,402311,12069,0.03,341964,0.85,48277,0.12,12069,0.03,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Taraba,Ibi,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,127737,8942,0.07,89416,0.7,29380,0.23,8942,0.07,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Taraba,Jalingo,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,212599,8504,0.04,174331,0.82,29764,0.14,8504,0.04,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Taraba,Karin-lamido,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,293820,11753,0.04,240932,0.82,41135,0.14,11753,0.04,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Taraba,Kurmi,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,138304,4149,0.03,117558,0.85,16596,0.12,4149,0.03,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Taraba,Lau,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,144225,5769,0.04,118265,0.82,20192,0.14,5769,0.04,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Taraba,Sardauna,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,339944,10198,0.03,288952,0.85,40793,0.12,10198,0.03,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Taraba,Takum,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,234147,16390,0.07,163903,0.7,53854,0.23,16390,0.07,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Taraba,Ussa,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,133708,9360,0.07,93596,0.7,30753,0.23,9360,0.07,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Taraba,Wukari,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,361033,25272,0.07,252723,0.7,83038,0.23,25272,0.07,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Taraba,Zing,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,193459,7738,0.04,158636,0.82,27084,0.14,7738,0.04,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Kebbi,Zuru,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,249654,17476,0.07,177254,0.71,54924,0.22,17476,0.07,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Kebbi,Aleiro,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,101287,4051,0.04,79004,0.78,18232,0.18,4051,0.04,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Kebbi,Arewa-dandi,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,286486,11459,0.04,226324,0.79,48703,0.17,11459,0.04,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Kebbi,Argungu,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,302371,12095,0.04,238873,0.79,51403,0.17,12095,0.04,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Kebbi,Augie,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,175714,7029,0.04,138814,0.79,29871,0.17,7029,0.04,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Kebbi,Bagudo,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,359397,14376,0.04,283924,0.79,61097,0.17,14376,0.04,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Kebbi,Birnin kebbi,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,405612,16224,0.04,316377,0.78,73010,0.18,16224,0.04,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Kebbi,Bunza,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,186554,7462,0.04,145512,0.78,33580,0.18,7462,0.04,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Kebbi,Dandi,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,220776,8831,0.04,174413,0.79,37532,0.17,8831,0.04,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Kebbi,Wasagu/danko,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,400556,28039,0.07,284395,0.71,88122,0.22,28039,0.07,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Kebbi,Fakai,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,180854,12660,0.07,128406,0.71,39788,0.22,12660,0.07,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Kebbi,Gwandu,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,228123,9125,0.04,177936,0.78,41062,0.18,9125,0.04,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Kebbi,Jega,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,298610,11944,0.04,232916,0.78,53750,0.18,11944,0.04,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Kebbi,Kalgo,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,128240,5130,0.04,100027,0.78,23083,0.18,5130,0.04,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Kebbi,Koko/besse,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,233772,9351,0.04,182342,0.78,42079,0.18,9351,0.04,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Kebbi,Maiyama,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,262372,10495,0.04,204650,0.78,47227,0.18,10495,0.04,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Kebbi,Ngaski,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,190412,13329,0.07,135193,0.71,41891,0.22,13329,0.07,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Kebbi,Sakaba,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,138508,9696,0.07,98341,0.71,30472,0.22,9696,0.07,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Kebbi,Shanga,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,191982,13439,0.07,136307,0.71,42236,0.22,13439,0.07,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Kebbi,Suru,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,224194,8968,0.04,177113,0.79,38113,0.17,8968,0.04,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Kebbi,Yauri,2021-03-01,2021-05-31,0,,,,,,,,,,,,,2021-06-01,2021-08-31,151851,10630,0.07,107814,0.71,33407,0.22,10630,0.07,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Borno,Abadam,2021-03-01,2021-05-31,43498,32623,0.75,4350,0.1,6525,0.15,19574,0.45,13049,0.3,0,0,2021-06-01,2021-08-31,43498,39148,0.9,0,0,4350,0.1,23924,0.55,15224,0.35,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Borno,Askira/uba,2021-03-01,2021-05-31,282601,67824,0.24,121518,0.43,93258,0.33,59346,0.21,8478,0.03,0,0,2021-06-01,2021-08-31,282601,107388,0.38,93258,0.33,81954,0.29,84780,0.3,22608,0.08,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Borno,Bama,2021-03-01,2021-05-31,200700,99894,0.5,44184,0.22,56623,0.28,72230,0.36,27664,0.14,0,0,2021-06-01,2021-08-31,200700,128396,0.64,18086,0.09,54219,0.27,90697,0.45,37699,0.19,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Borno,Bayo,2021-03-01,2021-05-31,172354,8618,0.05,103412,0.6,60324,0.35,8618,0.05,0,0,0,0,2021-06-01,2021-08-31,172354,17235,0.1,86177,0.5,68942,0.4,17235,0.1,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Borno,Biu,2021-03-01,2021-05-31,335145,16757,0.05,234601,0.7,83786,0.25,16757,0.05,0,0,0,0,2021-06-01,2021-08-31,335145,23460,0.07,201087,0.6,110598,0.33,23460,0.07,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Borno,Chibok,2021-03-01,2021-05-31,135291,13529,0.1,74410,0.55,47352,0.35,13529,0.1,0,0,0,0,2021-06-01,2021-08-31,135291,20294,0.15,60881,0.45,54116,0.4,20294,0.15,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Borno,Damboa,2021-03-01,2021-05-31,170497,71853,0.42,40710,0.24,57934,0.34,61414,0.36,10439,0.06,0,0,2021-06-01,2021-08-31,170497,96556,0.57,16180,0.09,57760,0.34,77593,0.46,18963,0.11,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Borno,Dikwa,2021-03-01,2021-05-31,120793,57981,0.48,28990,0.24,33822,0.28,39862,0.33,18119,0.15,0,0,2021-06-01,2021-08-31,120793,71268,0.59,14495,0.12,35030,0.29,45901,0.38,25367,0.21,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Borno,Gubio,2021-03-01,2021-05-31,185445,113121,0.61,20399,0.11,51925,0.28,74178,0.4,38943,0.21,0,0,2021-06-01,2021-08-31,185445,133520,0.72,7418,0.04,44507,0.24,87159,0.47,46361,0.25,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Borno,Guzamala,2021-03-01,2021-05-31,85130,48524,0.57,11067,0.13,25539,0.3,34052,0.4,14472,0.17,0,0,2021-06-01,2021-08-31,85130,59591,0.7,8513,0.1,17026,0.2,40862,0.48,18729,0.22,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Borno,Gwoza,2021-03-01,2021-05-31,280578,128800,0.46,69298,0.25,82480,0.29,98202,0.35,30598,0.11,0,0,2021-06-01,2021-08-31,280578,152464,0.54,35999,0.13,92115,0.33,112231,0.4,40233,0.14,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Borno,Hawul,2021-03-01,2021-05-31,259372,7781,0.03,212685,0.82,38906,0.15,7781,0.03,0,0,0,0,2021-06-01,2021-08-31,259372,12969,0.05,176373,0.68,70030,0.27,12969,0.05,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Borno,Jere,2021-03-01,2021-05-31,749329,74933,0.1,449597,0.6,224799,0.3,74933,0.1,0,0,0,0,2021-06-01,2021-08-31,749329,112399,0.15,374665,0.5,262265,0.35,112399,0.15,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Borno,Kaga,2021-03-01,2021-05-31,128847,45096,0.35,38654,0.3,45096,0.35,38654,0.3,6442,0.05,0,0,2021-06-01,2021-08-31,128847,57981,0.45,25769,0.2,45096,0.35,45096,0.35,12885,0.1,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Borno,Kala/balge,2021-03-01,2021-05-31,120145,42050,0.35,36043,0.3,42051,0.35,30036,0.25,12014,0.1,0,0,2021-06-01,2021-08-31,120145,54065,0.45,18022,0.15,48058,0.4,28835,0.24,25230,0.21,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Borno,Konduga,2021-03-01,2021-05-31,244159,87917,0.36,71510,0.29,84731,0.35,67081,0.27,20836,0.09,0,0,2021-06-01,2021-08-31,244159,123962,0.51,35176,0.14,85021,0.35,93360,0.38,30602,0.13,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Borno,Kukawa,2021-03-01,2021-05-31,113573,71551,0.63,7950,0.07,34072,0.3,51108,0.45,20443,0.18,0,0,2021-06-01,2021-08-31,113573,88587,0.78,0,0,24986,0.22,62465,0.55,26122,0.23,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Borno,Kwaya kusar,2021-03-01,2021-05-31,139317,6966,0.05,100308,0.72,32043,0.23,6966,0.05,0,0,0,0,2021-06-01,2021-08-31,139317,13932,0.1,90556,0.65,34829,0.25,13932,0.1,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Borno,Mafa,2021-03-01,2021-05-31,120911,39901,0.33,44737,0.37,36273,0.3,33855,0.28,6046,0.05,0,0,2021-06-01,2021-08-31,120911,45946,0.38,35064,0.29,39901,0.33,37482,0.31,8464,0.07,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Borno,Magumeri,2021-03-01,2021-05-31,281854,145671,0.52,56331,0.2,79852,0.28,105705,0.38,39966,0.14,0,0,2021-06-01,2021-08-31,281854,175033,0.62,16425,0.06,90396,0.32,120974,0.43,54059,0.19,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Borno,Maiduguri,2021-03-01,2021-05-31,928570,46429,0.05,603571,0.65,278571,0.3,46429,0.05,0,0,0,0,2021-06-01,2021-08-31,928570,92857,0.1,510714,0.55,325000,0.35,92857,0.1,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Borno,Marte,2021-03-01,2021-05-31,24938,17456,0.7,2993,0.12,4489,0.18,9975,0.4,7481,0.3,0,0,2021-06-01,2021-08-31,24938,21197,0.85,0,0,3741,0.15,12469,0.5,8728,0.35,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Borno,Mobbar,2021-03-01,2021-05-31,179740,109641,0.61,17974,0.1,52125,0.29,68301,0.38,41340,0.23,0,0,2021-06-01,2021-08-31,179740,134805,0.75,3595,0.02,41340,0.23,79086,0.44,55719,0.31,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Borno,Monguno,2021-03-01,2021-05-31,217702,64803,0.3,87589,0.4,65311,0.3,56469,0.26,8334,0.04,0,0,2021-06-01,2021-08-31,217702,80763,0.37,52022,0.24,84917,0.39,67714,0.31,13049,0.06,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Borno,Ngala,2021-03-01,2021-05-31,134182,40255,0.3,40255,0.3,53673,0.4,33546,0.25,6709,0.05,0,0,2021-06-01,2021-08-31,134182,53673,0.4,26836,0.2,53673,0.4,40255,0.3,13418,0.1,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Borno,Nganzai,2021-03-01,2021-05-31,151987,64611,0.43,33712,0.22,53665,0.35,49881,0.33,14730,0.1,0,0,2021-06-01,2021-08-31,151987,80403,0.53,15074,0.1,56510,0.37,58074,0.38,22329,0.15,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Borno,Shani,2021-03-01,2021-05-31,236332,23633,0.1,129983,0.55,82716,0.35,23633,0.1,0,0,0,0,2021-06-01,2021-08-31,236332,35450,0.15,94533,0.4,106349,0.45,35450,0.15,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Federal Capital Territory,Abaji,2021-03-01,2021-05-31,494902,34643,0.07,346431,0.7,113827,0.23,34643,0.07,0,0,0,0,2021-06-01,2021-08-31,494902,44541,0.09,326635,0.66,123726,0.25,44541,0.09,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Federal Capital Territory,Abuja municipal,2021-03-01,2021-05-31,1415354,42461,0.03,1160590,0.82,212303,0.15,42461,0.03,0,0,0,0,2021-06-01,2021-08-31,1415354,56614,0.04,1146437,0.81,212303,0.15,56614,0.04,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Federal Capital Territory,Bwari,2021-03-01,2021-05-31,673794,20214,0.03,552511,0.82,101069,0.15,20214,0.03,0,0,0,0,2021-06-01,2021-08-31,673794,26952,0.04,545773,0.81,101069,0.15,26952,0.04,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Federal Capital Territory,Gwagwalada,2021-03-01,2021-05-31,674471,40468,0.06,505853,0.75,128149,0.19,40468,0.06,0,0,0,0,2021-06-01,2021-08-31,674471,53958,0.08,472130,0.7,148384,0.22,53958,0.08,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Federal Capital Territory,Kuje,2021-03-01,2021-05-31,589998,35400,0.06,442499,0.75,112100,0.19,35400,0.06,0,0,0,0,2021-06-01,2021-08-31,589998,47200,0.08,412999,0.7,129800,0.22,47200,0.08,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Federal Capital Territory,Kwali,2021-03-01,2021-05-31,498135,34869,0.07,348695,0.7,114571,0.23,34869,0.07,0,0,0,0,2021-06-01,2021-08-31,498135,44832,0.09,328769,0.66,124534,0.25,44832,0.09,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Benue,Ado,2021-03-01,2021-05-31,280633,14032,0.05,227313,0.81,39289,0.14,14032,0.05,0,0,0,0,2021-06-01,2021-08-31,280633,22451,0.08,188024,0.67,70158,0.25,22451,0.08,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Benue,Agatu,2021-03-01,2021-05-31,175934,8797,0.05,142507,0.81,24631,0.14,8797,0.05,0,0,0,0,2021-06-01,2021-08-31,175934,14075,0.08,117876,0.67,43984,0.25,14075,0.08,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Benue,Apa,2021-03-01,2021-05-31,147295,7365,0.05,119309,0.81,20621,0.14,7365,0.05,0,0,0,0,2021-06-01,2021-08-31,147295,11784,0.08,98688,0.67,36824,0.25,11784,0.08,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Benue,Buruku,2021-03-01,2021-05-31,313851,9416,0.03,266773,0.85,37662,0.12,9416,0.03,0,0,0,0,2021-06-01,2021-08-31,313851,15693,0.05,254219,0.81,43939,0.14,15693,0.05,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Benue,Gboko,2021-03-01,2021-05-31,549923,16498,0.03,467435,0.85,65991,0.12,16498,0.03,0,0,0,0,2021-06-01,2021-08-31,549923,27496,0.05,445438,0.81,76989,0.14,27496,0.05,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Benue,Guma,2021-03-01,2021-05-31,295510,8865,0.03,251184,0.85,35461,0.12,8865,0.03,0,0,0,0,2021-06-01,2021-08-31,295510,14776,0.05,239363,0.81,41371,0.14,14776,0.05,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Benue,Gwer east,2021-03-01,2021-05-31,256694,7701,0.03,218190,0.85,30803,0.12,7701,0.03,0,0,0,0,2021-06-01,2021-08-31,256694,12835,0.05,207922,0.81,35937,0.14,12835,0.05,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Benue,Gwer west,2021-03-01,2021-05-31,186156,5585,0.03,158233,0.85,22339,0.12,5585,0.03,0,0,0,0,2021-06-01,2021-08-31,186156,9308,0.05,150786,0.81,26062,0.14,9308,0.05,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Benue,Katsina-ala,2021-03-01,2021-05-31,343158,10295,0.03,284821,0.83,48042,0.14,10295,0.03,0,0,0,0,2021-06-01,2021-08-31,343158,13726,0.04,277958,0.81,51474,0.15,13726,0.04,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Benue,Konshisha,2021-03-01,2021-05-31,344712,10341,0.03,286111,0.83,48260,0.14,10341,0.03,0,0,0,0,2021-06-01,2021-08-31,344712,13788,0.04,279217,0.81,51707,0.15,13788,0.04,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Benue,Kwande,2021-03-01,2021-05-31,378424,11353,0.03,314092,0.83,52979,0.14,11353,0.03,0,0,0,0,2021-06-01,2021-08-31,378424,15137,0.04,306523,0.81,56764,0.15,15137,0.04,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Benue,Logo,2021-03-01,2021-05-31,258079,7742,0.03,214206,0.83,36131,0.14,7742,0.03,0,0,0,0,2021-06-01,2021-08-31,258079,10323,0.04,209044,0.81,38712,0.15,10323,0.04,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Benue,Makurdi,2021-03-01,2021-05-31,457162,13715,0.03,388588,0.85,54859,0.12,13715,0.03,0,0,0,0,2021-06-01,2021-08-31,457162,22858,0.05,370301,0.81,64003,0.14,22858,0.05,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Benue,Obi,2021-03-01,2021-05-31,150228,7511,0.05,121685,0.81,21032,0.14,7511,0.05,0,0,0,0,2021-06-01,2021-08-31,150228,12018,0.08,100653,0.67,37557,0.25,12018,0.08,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Benue,Ogbadibo,2021-03-01,2021-05-31,199359,9968,0.05,161481,0.81,27910,0.14,9968,0.05,0,0,0,0,2021-06-01,2021-08-31,199359,15949,0.08,133571,0.67,49840,0.25,15949,0.08,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Benue,Ohimini,2021-03-01,2021-05-31,107584,5379,0.05,87143,0.81,15062,0.14,5379,0.05,0,0,0,0,2021-06-01,2021-08-31,107584,8607,0.08,72081,0.67,26896,0.25,8607,0.08,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Benue,Oju,2021-03-01,2021-05-31,256437,12822,0.05,207714,0.81,35901,0.14,12822,0.05,0,0,0,0,2021-06-01,2021-08-31,256437,20515,0.08,171813,0.67,64109,0.25,20515,0.08,0,0,0,0,,,,,,,,,,,,,,,
Mar 2021,NGA,212102550,Benue,Okpokwu,2021-03-01,2021-05-31,267250,13363,0.05,216473,0.81,37415,0.14,13363,0.05,0,0,0,0,2021-06-01,2021-08-31,267250,21380,0.08,179058,0.67,66813,0.25,21380,0.08,0,0,0,0,,,,,,,,,,,,,,,
